ad_id,ad_date,day_of_the_week,hour_of_day,agency,ad_size,platform,device_type,format,impressions,clicks,spend
ads13315,2017-08-16,Wednesday,14:00,Paul and Clark,300x250,Web,Desktop,Video,5061,710,49
ads13316,2017-08-17,Thursday,14:00,Zion,480x70,App,Mobile,Display,8803,1068,51
ads13317,2017-08-18,Friday,14:00,MediaCom,300x250,Web,Desktop,Display,18109,1883,76
ads13318,2017-08-19,Saturday,14:00,Dentsu,300x250,Web,Desktop,Video,468,54,3
ads13319,2017-08-20,Sunday,14:00,Mugen,720x300,Web,Desktop,Display,71297,472,75
ads13320,2017-08-21,Monday,14:00,Dentsu,300x250,Web,Desktop,Display,102223,647,118
ads13321,2017-08-22,Tuesday,14:00,MediaCom,336x250,Web,Mobile,Video,75577,370,60
ads13322,2017-08-23,Wednesday,14:00,Ogly,300x250,App,Mobile,Video,12215,1713,74
ads13323,2017-08-24,Thursday,14:00,Paul and Clark,336x250,Web,Mobile,Display,15128,1836,71
ads13324,2017-08-25,Friday,14:00,Zion,300x250,App,Mobile,Display,71668,485,74
ads13325,2017-08-26,Saturday,14:00,Zion,300x250,App,Mobile,Video,44420,5760,319
ads13326,2017-08-27,Sunday,14:00,Paul and Clark,700x450,Web,Desktop,Video,1254,156,8
ads13327,2017-08-28,Monday,14:00,Ogly,300x250,App,Mobile,Display,901,85,4
ads13328,2017-08-29,Tuesday,14:00,MediaCom,720x300,Web,Desktop,Display,36232,213,48
ads13329,2017-08-30,Wednesday,14:00,Dentsu,480x70,Web,Mobile,Display,48382,91,39
ads13330,2017-08-31,Thursday,14:00,Mugen,336x250,Web,Desktop,Video,23605,49,20
ads13331,2017-09-01,Friday,14:00,Ogly,300x250,Web,Mobile,Video,9684,1341,87
ads13332,2017-09-02,Saturday,14:00,Dentsu,480x70,Web,Mobile,Display,23859,135,33
ads13333,2017-09-03,Sunday,14:00,Zion,300x250,Web,Mobile,Display,18008,2284,83
ads13334,2017-09-04,Monday,14:00,MediaCom,300x250,Web,Mobile,Video,14528,1595,73
ads13335,2017-09-05,Tuesday,14:00,Paul and Clark,700x450,App,Mobile,Video,21174,2863,120
ads13336,2017-09-06,Wednesday,14:00,Mugen,336x250,Web,Desktop,Display,403,45,2
ads13337,2017-09-07,Thursday,14:00,Ogly,336x250,App,Mobile,Video,121212,156,113
ads13338,2017-09-08,Friday,14:00,Mugen,728x163,Web,Desktop,Display,2146,226,12
ads13339,2017-09-09,Saturday,14:00,Paul and Clark,336x250,Web,Desktop,Display,12102,1502,47
ads13340,2017-09-10,Sunday,14:00,Zion,300x250,Web,Desktop,Video,222195,530,222
ads13341,2017-09-11,Monday,14:00,MediaCom,728x164,Web,Desktop,Display,819,90,4
ads13342,2017-09-12,Tuesday,14:00,Dentsu,700x450,Web,Mobile,Video,644,70,3
ads13343,2017-09-13,Wednesday,14:00,Mugen,336x250,App,Mobile,Display,254,28,2
ads13344,2017-09-14,Thursday,14:00,Dentsu,720x300,Web,Desktop,Display,4251,534,26
ads13345,2017-09-15,Friday,14:00,MediaCom,480x70,App,Mobile,Display,11418,1193,70
ads13346,2017-09-16,Saturday,14:00,Ogly,300x250,Web,Desktop,Display,13391,1548,72
ads13347,2017-09-17,Sunday,14:00,Paul and Clark,300x250,App,Mobile,Video,16668,2108,85
ads13348,2017-09-18,Monday,14:00,Zion,480x70,App,Mobile,Display,522,73,3
ads13349,2017-09-19,Tuesday,14:00,Zion,300x250,Web,Desktop,Display,13337,1382,62
ads13350,2017-09-20,Wednesday,14:00,Paul and Clark,336x250,Web,Mobile,Video,5258,797,34
ads13351,2017-09-21,Thursday,14:00,Ogly,700x450,Web,Desktop,Video,6240,651,34
ads13352,2017-09-22,Friday,14:00,MediaCom,336x250,Web,Mobile,Display,240,18,1
ads13353,2017-09-23,Saturday,14:00,Dentsu,300x250,App,Mobile,Display,15701,2104,136
ads13354,2017-09-24,Sunday,14:00,Mugen,480x70,Web,Mobile,Display,578,53,2
ads13355,2017-09-25,Monday,14:00,Ogly,336x250,Web,Mobile,Display,93,12,1
ads13356,2017-09-26,Tuesday,14:00,Dentsu,300x250,App,Mobile,Display,522,109,4
ads13357,2017-09-27,Wednesday,14:00,Zion,720x300,Web,Desktop,Display,18079,2226,78
ads13358,2017-09-28,Thursday,14:00,MediaCom,300x600,Web,Desktop,Display,15506,1933,77
ads13359,2017-09-29,Friday,14:00,Paul and Clark,336x250,Web,Desktop,Video,874,89,4
ads13360,2017-09-30,Saturday,14:00,Mugen,300x250,Web,Mobile,Video,769,77,4
ads13361,2017-10-01,Sunday,14:00,Ogly,336x250,Web,Desktop,Display,452,55,4
ads13362,2017-10-02,Monday,14:00,Mugen,300x250,Web,Mobile,Display,407,44,2
ads13363,2017-10-03,Tuesday,14:00,Paul and Clark,300x250,Web,Mobile,Video,980,100,4
ads13364,2017-10-04,Wednesday,14:00,Zion,700x450,App,Mobile,Video,1050,99,4
ads13365,2017-10-05,Thursday,14:00,MediaCom,300x250,Web,Mobile,Display,419,43,2
ads13366,2017-10-06,Friday,14:00,Dentsu,336x250,App,Mobile,Video,404,45,3
ads13367,2017-10-07,Saturday,14:00,Mugen,728x172,Web,Desktop,Display,567,57,3
ads13368,2017-10-08,Sunday,14:00,Dentsu,336x250,App,Mobile,Display,540,62,2
ads13369,2017-10-09,Monday,14:00,MediaCom,300x250,Web,Desktop,Video,10210,20,6
ads13370,2017-10-10,Tuesday,14:00,Ogly,728x173,Web,Desktop,Display,316,39,3
ads13371,2017-10-11,Wednesday,14:00,Paul and Clark,300x250,Web,Desktop,Display,570,70,4
ads13372,2017-10-12,Thursday,14:00,Zion,300x250,Web,Desktop,Video,11840,28,6
ads13373,2017-10-13,Friday,14:00,Zion,720x300,Web,Desktop,Display,402,44,2
ads13374,2017-10-14,Saturday,14:00,Paul and Clark,480x70,App,Mobile,Display,30,0,0
ads13375,2017-10-15,Sunday,14:00,Ogly,336x250,Web,Mobile,Video,487,50,3
ads13376,2017-10-16,Monday,14:00,MediaCom,300x250,App,Mobile,Video,709,71,4
ads13377,2017-10-17,Tuesday,14:00,Dentsu,480x70,App,Mobile,Display,3474,394,20
ads13378,2017-10-18,Wednesday,14:00,Mugen,300x250,App,Mobile,Display,766,79,4
ads13379,2017-10-19,Thursday,14:00,Ogly,300x250,App,Mobile,Video,677,79,4
ads13380,2017-10-20,Friday,14:00,Dentsu,700x450,Web,Desktop,Video,530,74,4
ads13381,2017-10-21,Saturday,14:00,Zion,336x250,Web,Mobile,Display,1928,232,12
ads13382,2017-10-22,Sunday,14:00,MediaCom,720x300,Web,Desktop,Display,350,37,3
ads13383,2017-10-23,Monday,14:00,Paul and Clark,480x70,Web,Mobile,Display,1534,222,11
ads13384,2017-10-24,Tuesday,14:00,Mugen,336x250,Web,Mobile,Display,72,9,1
ads13385,2017-10-25,Wednesday,14:00,Ogly,300x250,Web,Mobile,Video,395,35,2
ads13386,2017-10-26,Thursday,14:00,Mugen,480x70,Web,Mobile,Display,602,64,3
ads13387,2017-10-27,Friday,14:00,Paul and Clark,300x600,Web,Desktop,Display,833,85,4
ads13388,2017-10-28,Saturday,14:00,Zion,336x250,Web,Desktop,Video,398,60,4
ads13389,2017-10-29,Sunday,14:00,MediaCom,700x450,App,Mobile,Video,155,13,1
ads13390,2017-10-30,Monday,14:00,Dentsu,336x250,Web,Desktop,Display,59,11,1
ads13391,2017-10-31,Tuesday,14:00,Mugen,300x250,Web,Mobile,Display,48,13,0
ads13392,2017-11-01,Wednesday,14:00,Dentsu,728x178,Web,Desktop,Display,121,19,2
ads13393,2017-11-02,Thursday,14:00,MediaCom,336x250,Web,Desktop,Display,34,0,0
ads13394,2017-11-03,Friday,14:00,Ogly,300x250,Web,Mobile,Display,176,21,1
ads13395,2017-11-04,Saturday,14:00,Paul and Clark,336x250,App,Mobile,Video,68,8,1
ads13396,2017-11-05,Sunday,14:00,Zion,700x450,Web,Mobile,Video,107,11,1
ads13397,2017-11-06,Monday,14:00,Zion,336x250,App,Mobile,Display,2,0,0
ads13398,2017-11-07,Tuesday,14:00,Paul and Clark,300x250,Web,Desktop,Video,144,24,2
ads13399,2017-11-08,Wednesday,14:00,Ogly,480x70,App,Mobile,Display,68,10,1
ads13400,2017-11-09,Thursday,14:00,MediaCom,300x250,Web,Desktop,Display,23,0,0
ads13401,2017-11-10,Friday,14:00,Dentsu,300x250,Web,Desktop,Video,23,0,0
ads13402,2017-11-11,Saturday,14:00,Mugen,720x300,Web,Desktop,Display,42,13,0
ads13403,2017-11-12,Sunday,14:00,Ogly,300x250,Web,Desktop,Display,53,12,1
ads13404,2017-11-13,Monday,14:00,Dentsu,336x250,Web,Mobile,Video,32,0,0
ads13405,2017-11-14,Tuesday,14:00,Zion,300x250,App,Mobile,Video,29,0,0
ads13406,2017-11-15,Wednesday,14:00,MediaCom,336x250,Web,Mobile,Display,24,0,0
ads13407,2017-11-16,Thursday,14:00,Paul and Clark,300x250,App,Mobile,Display,7,0,0
ads13408,2017-11-17,Friday,14:00,Mugen,300x250,App,Mobile,Video,23,0,0
ads13409,2017-11-18,Saturday,14:00,Ogly,700x450,Web,Desktop,Video,51,14,1
ads13410,2017-11-19,Sunday,14:00,Mugen,300x250,App,Mobile,Display,30,8,0
ads13411,2017-11-20,Monday,14:00,Paul and Clark,720x300,Web,Desktop,Display,8,2,0
ads13412,2017-11-21,Tuesday,14:00,Zion,480x70,Web,Mobile,Display,45,0,0
ads13413,2017-11-22,Wednesday,14:00,MediaCom,336x250,Web,Desktop,Video,114515,678,65
ads13414,2017-11-23,Thursday,14:00,Dentsu,300x250,Web,Mobile,Video,115030,598,84
ads13415,2017-11-25,Saturday,14:00,Dentsu,300x250,Web,Mobile,Display,1162945,2313,897
ads13416,2017-11-26,Sunday,14:00,MediaCom,300x250,Web,Mobile,Video,1325158,2703,1050
ads13417,2017-11-27,Monday,14:00,Ogly,700x450,App,Mobile,Video,1280896,2545,1036
ads13418,2017-11-28,Tuesday,14:00,Paul and Clark,336x250,Web,Desktop,Display,1225919,2437,970
ads13419,2017-11-29,Wednesday,14:00,Zion,336x250,App,Mobile,Video,264933,435,267
ads13420,2017-11-30,Thursday,14:00,Zion,728x187,Web,Desktop,Display,1129316,2262,1046
ads13421,2017-12-01,Friday,14:00,Paul and Clark,336x250,Web,Desktop,Display,996611,1947,963
ads13422,2017-12-02,Saturday,14:00,Ogly,300x250,Web,Desktop,Video,304435,672,216
ads13423,2017-12-03,Sunday,14:00,MediaCom,728x188,Web,Desktop,Display,1293947,2403,894
ads13424,2017-12-04,Monday,14:00,Dentsu,700x450,Web,Mobile,Video,53148,301,70
ads13425,2017-12-05,Tuesday,14:00,Mugen,336x250,App,Mobile,Display,328646,741,177
ads13426,2017-12-06,Wednesday,14:00,Ogly,720x300,Web,Desktop,Display,337760,812,234
ads13427,2017-12-07,Thursday,14:00,Dentsu,480x70,App,Mobile,Display,109306,112,85
ads13428,2017-12-08,Friday,14:00,Zion,300x250,Web,Desktop,Display,292053,652,234
ads13429,2017-12-09,Saturday,14:00,MediaCom,300x250,App,Mobile,Video,1219671,2387,1000
ads13430,2017-12-10,Sunday,14:00,Paul and Clark,480x70,App,Mobile,Display,58833,340,61
ads13431,2017-12-11,Monday,14:00,Mugen,300x250,Web,Desktop,Display,1153,106,5
ads13432,2017-12-12,Tuesday,14:00,Ogly,336x250,Web,Mobile,Video,66974,9173,443
ads13433,2017-12-13,Wednesday,14:00,Mugen,700x450,Web,Desktop,Video,11825,1226,57
ads13434,2017-12-14,Thursday,14:00,Paul and Clark,336x250,Web,Mobile,Display,19821,2388,86
ads13435,2017-12-15,Friday,14:00,Zion,300x250,App,Mobile,Display,132541,818,80
ads13436,2017-12-16,Saturday,14:00,MediaCom,480x70,Web,Mobile,Display,129986,910,91
ads13437,2017-12-17,Sunday,14:00,Dentsu,336x250,Web,Mobile,Display,72056,411,62
ads13438,2017-12-18,Monday,14:00,Mugen,300x250,App,Mobile,Display,76623,431,81
ads13439,2017-12-19,Tuesday,14:00,Dentsu,720x300,Web,Desktop,Display,377145,816,232
ads13440,2017-12-20,Wednesday,14:00,MediaCom,300x600,Web,Desktop,Display,1003308,1637,637
ads13441,2017-12-21,Thursday,14:00,Ogly,336x250,Web,Desktop,Video,1164470,2340,1030
ads13442,2017-12-22,Friday,14:00,Paul and Clark,300x250,Web,Mobile,Video,708206,1042,446
ads13443,2017-12-23,Saturday,14:00,Zion,336x250,Web,Desktop,Display,28412,106,21
ads13444,2017-12-24,Sunday,14:00,Zion,300x250,Web,Mobile,Display,69913,423,68
ads13445,2017-12-25,Monday,14:00,Paul and Clark,300x250,Web,Mobile,Video,308223,731,219
ads13446,2017-12-26,Tuesday,14:00,Ogly,700x450,App,Mobile,Video,459624,1013,239
ads13447,2017-12-27,Wednesday,14:00,MediaCom,300x250,Web,Mobile,Display,421767,938,247
ads13448,2017-12-28,Thursday,14:00,Dentsu,336x250,App,Mobile,Video,148005,355,136
ads13449,2017-12-29,Friday,14:00,Mugen,728x196,Web,Desktop,Display,512955,1138,285
ads13450,2017-01-01,Sunday,13:00,Zion,336x250,Web,Mobile,Video,327690,805,245
ads13451,2017-01-02,Monday,13:00,MediaCom,300x250,App,Mobile,Video,10740,1206,64
ads13452,2017-01-05,Thursday,13:00,Ogly,300x250,App,Mobile,Video,48876,6716,272
ads13453,2017-01-06,Friday,13:00,Mugen,700x450,Web,Desktop,Video,117974,855,92
ads13454,2017-01-07,Saturday,13:00,Paul and Clark,336x250,Web,Mobile,Display,1219506,2379,890
ads13455,2017-01-09,Monday,13:00,MediaCom,480x70,Web,Mobile,Display,145428,339,144
ads13456,2017-01-10,Tuesday,13:00,Dentsu,336x250,Web,Mobile,Display,1246156,2466,1032
ads13457,2017-01-11,Wednesday,13:00,Mugen,300x250,Web,Mobile,Video,50128,282,61
ads13458,2017-01-12,Thursday,13:00,Dentsu,480x70,Web,Mobile,Display,82467,425,43
ads13459,2017-01-13,Friday,13:00,MediaCom,300x600,Web,Desktop,Display,270255,338,212
ads13460,2017-01-14,Saturday,13:00,Ogly,336x250,Web,Desktop,Video,462470,838,491
ads13461,2017-01-15,Sunday,13:00,Paul and Clark,700x450,App,Mobile,Video,1275573,2529,1069
ads13462,2017-01-22,Sunday,13:00,Mugen,700x450,Web,Mobile,Video,145916,353,126
ads13463,2017-01-25,Wednesday,13:00,Zion,480x70,App,Mobile,Display,152928,373,134
ads13464,2017-01-26,Thursday,13:00,MediaCom,300x250,Web,Desktop,Display,302927,692,254
ads13465,2017-01-27,Friday,13:00,Paul and Clark,300x250,Web,Desktop,Video,33796,5027,305
ads13466,2017-01-28,Saturday,13:00,Mugen,720x300,Web,Desktop,Display,8316,1081,77
ads13467,2017-01-29,Sunday,13:00,Ogly,300x250,Web,Desktop,Display,11848,1587,79
ads13468,2017-01-30,Monday,13:00,Mugen,336x250,Web,Mobile,Video,9982,1427,65
ads13469,2017-01-31,Tuesday,13:00,Paul and Clark,300x250,App,Mobile,Video,109183,757,93
ads13470,2017-02-01,Wednesday,13:00,Zion,336x250,Web,Mobile,Display,143551,170,125
ads13471,2017-02-03,Friday,13:00,Dentsu,300x250,App,Mobile,Video,1229886,2199,817
ads13472,2017-02-04,Saturday,13:00,Mugen,700x450,Web,Desktop,Video,693368,1311,715
ads13473,2017-02-07,Tuesday,13:00,Ogly,480x70,Web,Mobile,Display,94077,515,102
ads13474,2017-02-08,Wednesday,13:00,Paul and Clark,336x250,Web,Desktop,Video,91888,606,85
ads13475,2017-02-09,Thursday,13:00,Zion,300x250,Web,Mobile,Video,92337,230,85
ads13476,2017-02-10,Friday,13:00,Zion,480x70,Web,Mobile,Display,312771,713,228
ads13477,2017-02-11,Saturday,13:00,Paul and Clark,300x250,Web,Mobile,Display,9642,1035,50
ads13478,2017-02-12,Sunday,13:00,Ogly,300x250,Web,Mobile,Video,59246,8371,435
ads13479,2017-02-13,Monday,13:00,MediaCom,700x450,App,Mobile,Video,60304,8523,361
ads13480,2017-02-14,Tuesday,13:00,Dentsu,336x250,Web,Desktop,Display,111114,509,69
ads13481,2017-02-15,Wednesday,13:00,Mugen,336x250,App,Mobile,Video,40746,160,28
ads13482,2017-02-16,Thursday,13:00,Ogly,728x104,Web,Desktop,Display,261918,631,198
ads13483,2017-02-17,Friday,13:00,Dentsu,336x250,Web,Desktop,Display,53322,141,55
ads13484,2017-02-18,Saturday,13:00,Zion,300x250,Web,Desktop,Video,86107,561,87
ads13485,2017-02-19,Sunday,13:00,MediaCom,728x105,Web,Desktop,Display,313797,670,268
ads13486,2017-02-20,Monday,13:00,Paul and Clark,700x450,Web,Mobile,Video,321607,705,269
ads13487,2017-02-21,Tuesday,13:00,Mugen,336x250,App,Mobile,Display,482287,1067,272
ads13488,2017-02-22,Wednesday,13:00,Ogly,720x300,Web,Desktop,Display,29748,4174,282
ads13489,2017-02-23,Thursday,13:00,Mugen,480x70,App,Mobile,Display,6924,1027,74
ads13490,2017-02-24,Friday,13:00,Paul and Clark,300x250,Web,Desktop,Display,118273,255,89
ads13491,2017-02-25,Saturday,13:00,Zion,300x250,App,Mobile,Video,53297,302,55
ads13492,2017-02-26,Sunday,13:00,MediaCom,480x70,App,Mobile,Display,211195,477,175
ads13493,2017-02-27,Monday,13:00,Dentsu,300x250,Web,Desktop,Display,213844,478,136
ads13494,2017-02-28,Tuesday,13:00,Mugen,336x250,Web,Mobile,Video,3681,458,22
ads13495,2017-03-01,Wednesday,13:00,Dentsu,700x450,Web,Desktop,Video,49173,6858,341
ads13496,2017-03-02,Thursday,13:00,MediaCom,336x250,Web,Mobile,Display,25817,3190,134
ads13497,2017-03-03,Friday,13:00,Ogly,300x250,App,Mobile,Display,46067,6422,366
ads13498,2017-03-04,Saturday,13:00,Paul and Clark,480x70,Web,Mobile,Display,17787,2454,160
ads13499,2017-03-05,Sunday,13:00,Zion,336x250,Web,Mobile,Display,71028,442,68
ads13500,2017-03-06,Monday,13:00,Zion,300x250,App,Mobile,Display,352615,762,229
ads13501,2017-03-07,Tuesday,13:00,Paul and Clark,720x300,Web,Desktop,Display,298215,703,220
ads13502,2017-03-08,Wednesday,13:00,Ogly,300x600,Web,Desktop,Display,202752,488,164
ads13503,2017-03-09,Thursday,13:00,MediaCom,336x250,Web,Desktop,Video,160349,396,135
ads13504,2017-03-10,Friday,13:00,Dentsu,300x250,Web,Mobile,Video,67651,9355,418
ads13505,2017-03-11,Saturday,13:00,Mugen,336x250,Web,Desktop,Display,8061,1054,32
ads13506,2017-03-12,Sunday,13:00,Ogly,300x250,Web,Mobile,Display,8834,1261,55
ads13507,2017-03-13,Monday,13:00,Dentsu,300x250,Web,Mobile,Video,12392,1497,63
ads13508,2017-03-14,Tuesday,13:00,Zion,700x450,App,Mobile,Video,43175,6322,356
ads13509,2017-03-15,Wednesday,13:00,MediaCom,300x250,Web,Mobile,Display,54252,344,83
ads13510,2017-03-16,Thursday,13:00,Paul and Clark,336x250,App,Mobile,Video,64766,295,49
ads13511,2017-03-17,Friday,13:00,Mugen,728x113,Web,Desktop,Display,55432,339,91
ads13512,2017-03-18,Saturday,13:00,Ogly,336x250,App,Mobile,Display,77280,470,78
ads13513,2017-03-19,Sunday,13:00,Mugen,300x250,Web,Desktop,Video,70868,422,70
ads13514,2017-03-20,Monday,13:00,Paul and Clark,728x114,Web,Desktop,Display,62118,8679,443
ads13515,2017-03-21,Tuesday,13:00,Zion,300x250,Web,Desktop,Display,4239,414,24
ads13516,2017-03-22,Wednesday,13:00,MediaCom,300x250,Web,Desktop,Video,15518,2035,137
ads13517,2017-03-23,Thursday,13:00,Dentsu,720x300,Web,Desktop,Display,6526,936,43
ads13518,2017-03-24,Friday,13:00,Mugen,480x70,App,Mobile,Display,103327,698,88
ads13519,2017-03-25,Saturday,13:00,Dentsu,336x250,Web,Mobile,Video,37784,120,27
ads13520,2017-03-26,Sunday,13:00,MediaCom,300x250,App,Mobile,Video,13324,1175,71
ads13521,2017-03-27,Monday,13:00,Ogly,480x70,App,Mobile,Display,9113,1252,55
ads13522,2017-03-28,Tuesday,13:00,Paul and Clark,300x250,App,Mobile,Display,42707,5930,312
ads13523,2017-03-29,Wednesday,13:00,Zion,300x250,App,Mobile,Video,12963,1785,84
ads13524,2017-03-30,Thursday,13:00,Zion,700x450,Web,Desktop,Video,106968,646,96
ads13525,2017-03-31,Friday,13:00,Paul and Clark,336x250,Web,Mobile,Display,205881,437,152
ads13526,2017-04-01,Saturday,13:00,Ogly,720x300,Web,Desktop,Display,11196,24,6
ads13527,2017-04-02,Sunday,13:00,MediaCom,480x70,Web,Mobile,Display,224499,544,178
ads13528,2017-04-03,Monday,13:00,Dentsu,336x250,Web,Mobile,Display,334633,765,212
ads13529,2017-04-04,Tuesday,13:00,Mugen,300x250,Web,Mobile,Video,9210,1292,59
ads13530,2017-04-05,Wednesday,13:00,Ogly,480x70,Web,Mobile,Display,20153,2714,184
ads13531,2017-04-06,Thursday,13:00,Dentsu,300x600,Web,Desktop,Display,77725,505,85
ads13532,2017-04-07,Friday,13:00,Zion,336x250,Web,Desktop,Video,74481,162,58
ads13533,2017-04-08,Saturday,13:00,MediaCom,700x450,App,Mobile,Video,86855,342,47
ads13534,2017-04-09,Sunday,13:00,Paul and Clark,336x250,Web,Desktop,Display,73066,423,71
ads13535,2017-04-10,Monday,13:00,Mugen,300x250,Web,Mobile,Display,20303,2105,85
ads13536,2017-04-11,Tuesday,13:00,Ogly,728x119,Web,Desktop,Display,392519,930,280
ads13537,2017-04-12,Wednesday,13:00,Mugen,336x250,Web,Desktop,Display,125096,134,101
ads13538,2017-04-13,Thursday,13:00,Paul and Clark,300x250,Web,Mobile,Display,101403,212,95
ads13539,2017-04-14,Friday,13:00,Zion,336x250,App,Mobile,Video,66216,8616,418
ads13540,2017-04-15,Saturday,13:00,MediaCom,700x450,Web,Mobile,Video,19052,2110,95
ads13541,2017-04-16,Sunday,13:00,Dentsu,336x250,App,Mobile,Display,123873,226,95
ads13542,2017-04-17,Monday,13:00,Mugen,300x250,Web,Desktop,Video,54526,133,48
ads13543,2017-04-18,Tuesday,13:00,Dentsu,480x70,App,Mobile,Display,274995,614,207
ads13544,2017-04-19,Wednesday,13:00,MediaCom,300x250,Web,Desktop,Display,149725,328,146
ads13545,2017-04-20,Thursday,13:00,Ogly,300x250,Web,Desktop,Video,102162,683,88
ads13546,2017-04-21,Friday,13:00,Paul and Clark,720x300,Web,Desktop,Display,173303,205,137
ads13547,2017-04-22,Saturday,13:00,Zion,300x250,Web,Desktop,Display,24899,2979,113
ads13548,2017-04-23,Sunday,13:00,Zion,336x250,Web,Mobile,Video,23866,2957,129
ads13549,2017-04-24,Monday,13:00,Paul and Clark,300x250,App,Mobile,Video,25253,47,21
ads13550,2017-04-25,Tuesday,13:00,Ogly,336x250,Web,Mobile,Display,34542,4757,185
ads13551,2017-04-26,Wednesday,13:00,MediaCom,300x250,App,Mobile,Display,30550,172,45
ads13552,2017-04-27,Thursday,13:00,Dentsu,300x250,App,Mobile,Video,442494,590,351
ads13553,2017-04-28,Friday,13:00,Mugen,700x450,Web,Desktop,Video,16418,1710,57
ads13554,2017-04-29,Saturday,13:00,Ogly,300x250,App,Mobile,Display,407186,956,274
ads13555,2017-04-30,Sunday,13:00,Dentsu,720x300,Web,Desktop,Display,38317,5829,337
ads13556,2017-05-01,Monday,13:00,Zion,480x70,Web,Mobile,Display,325,33,2
ads13557,2017-05-02,Tuesday,13:00,MediaCom,336x250,Web,Desktop,Video,9076,1311,56
ads13558,2017-05-03,Wednesday,13:00,Paul and Clark,300x250,Web,Mobile,Video,722,90,3
ads13559,2017-05-04,Thursday,13:00,Mugen,480x70,Web,Mobile,Display,7158,663,36
ads13560,2017-05-05,Friday,13:00,Ogly,300x250,Web,Mobile,Display,49429,260,51
ads13561,2017-05-06,Saturday,13:00,Mugen,300x250,Web,Mobile,Video,29155,4129,265
ads13562,2017-05-07,Sunday,13:00,Paul and Clark,700x450,App,Mobile,Video,10823,1304,66
ads13563,2017-05-08,Monday,13:00,Zion,336x250,Web,Desktop,Display,388,40,3
ads13564,2017-05-09,Tuesday,13:00,MediaCom,336x250,App,Mobile,Video,52851,285,54
ads13565,2017-05-10,Wednesday,13:00,Dentsu,728x128,Web,Desktop,Display,159119,406,140
ads13566,2017-05-11,Thursday,13:00,Mugen,336x250,Web,Desktop,Display,31334,125,26
ads13567,2017-05-12,Friday,13:00,Dentsu,300x250,Web,Desktop,Video,15973,1612,72
ads13568,2017-05-13,Saturday,13:00,MediaCom,728x129,Web,Desktop,Display,17686,1966,93
ads13569,2017-05-14,Sunday,13:00,Ogly,700x450,Web,Mobile,Video,7354,892,48
ads13570,2017-05-15,Monday,13:00,Paul and Clark,336x250,App,Mobile,Display,23921,55,26
ads13571,2017-05-16,Tuesday,13:00,Zion,720x300,Web,Desktop,Display,97476,516,117
ads13572,2017-05-17,Wednesday,13:00,Zion,480x70,App,Mobile,Display,27523,3230,136
ads13573,2017-05-18,Thursday,13:00,Paul and Clark,300x250,Web,Desktop,Display,22433,78,17
ads13574,2017-05-19,Friday,13:00,Ogly,300x250,App,Mobile,Video,10007,1140,58
ads13575,2017-05-20,Saturday,13:00,MediaCom,480x70,App,Mobile,Display,4531,616,47
ads13576,2017-05-21,Sunday,13:00,Dentsu,300x250,Web,Desktop,Display,64403,123,50
ads13577,2017-05-22,Monday,13:00,Mugen,336x250,Web,Mobile,Video,13524,1662,54
ads13578,2017-05-23,Tuesday,13:00,Ogly,700x450,Web,Desktop,Video,310,37,2
ads13579,2017-05-24,Wednesday,13:00,Dentsu,336x250,Web,Mobile,Display,140276,330,125
ads13580,2017-05-25,Thursday,13:00,Zion,300x250,App,Mobile,Display,57599,309,67
ads13581,2017-05-26,Friday,13:00,MediaCom,480x70,Web,Mobile,Display,36299,65,27
ads13582,2017-05-27,Saturday,13:00,Paul and Clark,336x250,Web,Mobile,Display,153129,362,147
ads13583,2017-05-28,Sunday,13:00,Mugen,300x250,App,Mobile,Display,20824,2111,97
ads13584,2017-05-29,Monday,13:00,Ogly,720x300,Web,Desktop,Display,20479,2241,94
ads13585,2017-05-30,Tuesday,13:00,Mugen,300x600,Web,Desktop,Display,10871,1554,109
ads13586,2017-05-31,Wednesday,13:00,Paul and Clark,336x250,Web,Desktop,Video,1002,107,4
ads13587,2017-06-01,Thursday,13:00,Zion,300x250,Web,Mobile,Video,2305,261,14
ads13588,2017-06-02,Friday,13:00,MediaCom,336x250,Web,Desktop,Display,10625,1150,58
ads13589,2017-06-03,Saturday,13:00,Dentsu,300x250,Web,Mobile,Display,404,35,3
ads13590,2017-06-04,Sunday,13:00,Mugen,300x250,Web,Mobile,Video,54384,178,24
ads13591,2017-06-05,Monday,13:00,Dentsu,700x450,App,Mobile,Video,2662,258,15
ads13592,2017-06-06,Tuesday,13:00,MediaCom,300x250,Web,Mobile,Display,266,28,2
ads13593,2017-06-07,Wednesday,13:00,Ogly,336x250,App,Mobile,Video,19714,2026,77
ads13594,2017-06-08,Thursday,13:00,Paul and Clark,728x137,Web,Desktop,Display,10394,19,5
ads13595,2017-06-09,Friday,13:00,Zion,336x250,App,Mobile,Display,11260,1178,38
ads13596,2017-06-10,Saturday,13:00,Zion,300x250,Web,Desktop,Video,42224,91,40
ads13597,2017-06-11,Sunday,13:00,Paul and Clark,728x138,Web,Desktop,Display,8546,1141,47
ads13598,2017-06-12,Monday,13:00,Ogly,300x250,Web,Desktop,Display,457,48,2
ads13599,2017-06-13,Tuesday,13:00,MediaCom,300x250,Web,Desktop,Video,14689,34,8
ads13600,2017-06-14,Wednesday,13:00,Dentsu,720x300,Web,Desktop,Display,892,97,5
ads13601,2017-06-15,Thursday,13:00,Mugen,480x70,App,Mobile,Display,467,41,4
